order_id,user_id,order_date,days_since_last_order,product_id,product_category,order_value,is_repeat_order
34175,4346,2023-05-25,21.0,279,Diabetes Care,1115.45,1
34176,5272,2023-05-02,4.0,8,Cold & Cough,889.75,1
34177,5968,2023-02-04,,481,Pain Relief,1153.48,0
34178,6050,2023-09-25,,438,Cold & Cough,1038.63,0
34179,3517,2023-03-05,,357,Digestive Health,235.27,0
34180,6448,2023-02-03,44.0,261,Pain Relief,230.23,1
34181,2020,2023-10-14,27.0,301,Digestive Health,1270.63,1
34182,3310,2023-12-20,6.0,164,Diabetes Care,749.28,1
34183,6446,2023-08-26,,117,Cold & Cough,1407.92,0
34184,6343,2023-06-01,,398,Vitamins,533.12,0
34185,2416,2023-06-25,,26,Digestive Health,432.02,0
34186,4671,2023-02-26,,238,Diabetes Care,1472.63,0
34187,2638,2023-07-10,34.0,258,Cold & Cough,1021.37,1
34188,3281,2023-06-30,35.0,482,Cold & Cough,1239.55,1
34189,4477,2023-01-13,43.0,497,Heart Care,1485.51,1
34190,5008,2023-09-19,33.0,287,Vitamins,361.23,1
34191,4980,2023-09-13,,212,Pain Relief,428.59,0
34192,6422,2023-11-18,39.0,343,Vitamins,342.13,1
34193,7143,2023-10-10,,8,Pain Relief,176.31,0
34194,5782,2023-06-13,,156,Digestive Health,1017.62,0
34195,6901,2023-08-22,,380,Cold & Cough,919.79,0
34196,1363,2023-10-15,18.0,51,Skin Care,676.33,1
34197,5196,2023-06-01,,29,Vitamins,1268.97,0
34198,6396,2023-01-19,,274,Digestive Health,1212.35,0
34199,6756,2023-06-04,,58,Diabetes Care,566.31,0
34200,7039,2023-05-19,,8,Cold & Cough,1467.1,0
34201,2310,2023-08-27,18.0,112,Digestive Health,151.28,1
34202,2174,2023-03-20,,76,Heart Care,1213.47,0
34203,4377,2023-01-23,,224,Heart Care,995.39,0
34204,4317,2023-05-03,,471,Diabetes Care,270.68,0
34205,1189,2023-09-02,9.0,107,Diabetes Care,671.55,1
34206,5700,2023-06-20,,101,Heart Care,350.81,0
34207,2180,2023-01-17,,340,Pain Relief,508.05,0
34208,4703,2023-04-21,26.0,88,Digestive Health,779.48,1
34209,5532,2023-03-26,1.0,460,Vitamins,1391.53,1
34210,3152,2023-11-24,38.0,10,Skin Care,1435.21,1
34211,1223,2023-10-16,,7,Diabetes Care,370.01,0
34212,3121,2023-06-18,37.0,473,Digestive Health,1103.35,1
34213,2003,2023-05-03,,335,Vitamins,400.29,0
34214,5883,2023-06-21,15.0,73,Cold & Cough,1104.86,1
34215,306,2023-07-08,26.0,368,Skin Care,167.86,1
34216,1346,2023-08-31,24.0,27,Digestive Health,335.7,1
34217,7937,2023-03-28,8.0,453,Pain Relief,1372.3,1
34218,4960,2023-09-08,,285,Cold & Cough,1234.98,0
34219,891,2023-05-08,42.0,417,Diabetes Care,235.56,1
34220,5757,2023-07-31,,458,Cold & Cough,1319.92,0
34221,1103,2023-05-26,,20,Pain Relief,1413.42,0
34222,5545,2023-06-14,8.0,333,Vitamins,565.86,1
34223,7639,2023-09-07,,356,Cold & Cough,995.98,0
34224,7726,2023-08-18,19.0,495,Digestive Health,747.12,1
34225,878,2023-04-12,,470,Skin Care,1046.92,0
34226,1412,2023-07-07,,50,Pain Relief,905.46,0
34227,6119,2023-06-02,,157,Pain Relief,183.08,0
34228,6091,2023-06-24,4.0,483,Heart Care,1267.6,1
34229,175,2023-07-01,10.0,322,Digestive Health,1488.76,1
34230,5250,2023-07-02,37.0,277,Diabetes Care,1444.12,1
34231,5585,2023-03-14,,248,Skin Care,891.38,0
34232,1637,2023-05-25,,313,Pain Relief,930.4,0
34233,171,2023-02-23,,402,Heart Care,161.4,0
34234,7983,2023-04-27,,480,Digestive Health,1077.63,0
34235,1833,2023-03-22,45.0,10,Heart Care,716.06,1
34236,6031,2023-06-04,,85,Pain Relief,787.34,0
34237,1243,2023-02-16,,95,Heart Care,618.1,0
34238,3974,2023-10-07,,92,Diabetes Care,324.55,0
34239,7641,2023-11-11,,335,Cold & Cough,1291.22,0
34240,2938,2023-12-11,,130,Skin Care,737.46,0
34241,1361,2023-02-26,37.0,408,Skin Care,1352.28,1
34242,3032,2023-03-18,,325,Skin Care,884.99,0
34243,5306,2023-02-16,,423,Heart Care,1150.76,0
34244,2624,2023-12-26,,262,Diabetes Care,1224.22,0
34245,1565,2023-10-01,41.0,23,Cold & Cough,781.45,1
34246,1703,2023-10-20,37.0,446,Vitamins,998.18,1
34247,3586,2023-03-02,41.0,80,Skin Care,701.74,1
34248,6983,2023-06-26,,293,Diabetes Care,586.72,0
34249,2919,2023-09-14,,181,Diabetes Care,1438.4,0
34250,4279,2023-10-10,5.0,417,Heart Care,944.05,1
34251,7848,2023-01-06,41.0,229,Diabetes Care,408.5,1
34252,5823,2023-09-28,,86,Pain Relief,609.32,0
34253,7765,2023-06-11,38.0,434,Heart Care,197.76,1
34254,1289,2023-08-12,,84,Vitamins,847.19,0
34255,814,2023-07-30,,465,Heart Care,1201.6,0
34256,4284,2023-07-15,21.0,397,Heart Care,431.61,1
34257,7618,2023-01-03,1.0,469,Diabetes Care,1441.83,1
34258,4975,2023-06-25,2.0,7,Skin Care,1187.76,1
34259,4557,2023-07-08,,29,Skin Care,1055.58,0
34260,6750,2023-05-07,38.0,278,Digestive Health,1491.68,1
34261,2718,2023-12-26,,13,Diabetes Care,994.22,0
34262,3508,2023-10-28,9.0,304,Digestive Health,1012.41,1
34263,7842,2023-01-13,,497,Cold & Cough,172.64,0
34264,4483,2023-12-28,7.0,367,Diabetes Care,1304.44,1
34265,14,2023-12-07,,385,Cold & Cough,404.17,0
34266,6640,2023-12-16,,395,Vitamins,436.76,0
34267,3861,2023-06-17,,287,Skin Care,300.86,0
34268,520,2023-09-14,,368,Pain Relief,1170.92,0
34269,6793,2023-08-23,40.0,195,Vitamins,1418.49,1
34270,7279,2023-04-18,,344,Digestive Health,786.91,0
34271,4247,2023-04-30,,405,Vitamins,1229.2,0
34272,2274,2023-02-11,,497,Digestive Health,1210.89,0
34273,5772,2023-07-06,,380,Diabetes Care,487.47,0
34274,78,2023-09-11,12.0,178,Skin Care,745.73,1
34275,4555,2023-02-01,25.0,478,Skin Care,260.51,1
34276,4210,2023-08-09,,377,Heart Care,1144.26,0
34277,7489,2023-10-03,29.0,376,Diabetes Care,778.51,1
34278,7068,2023-05-12,,8,Cold & Cough,612.14,0
34279,6641,2023-03-03,44.0,194,Skin Care,655.63,1
34280,6982,2023-04-03,,329,Digestive Health,567.7,0
34281,613,2023-01-28,30.0,403,Skin Care,580.25,1
34282,5720,2023-10-16,,177,Skin Care,167.82,0
34283,7362,2023-08-19,,337,Skin Care,678.33,0
34284,128,2023-04-10,31.0,50,Pain Relief,325.44,1
34285,4327,2023-09-20,38.0,28,Skin Care,455.21,1
34286,4014,2023-03-05,20.0,404,Vitamins,560.3,1
34287,338,2023-04-27,1.0,231,Vitamins,506.03,1
34288,6222,2023-06-12,,41,Skin Care,728.04,0
34289,6374,2023-10-18,40.0,318,Vitamins,510.25,1
34290,3805,2023-08-30,,101,Diabetes Care,739.87,0
34291,6623,2023-07-30,31.0,38,Cold & Cough,1462.25,1
34292,7597,2023-05-31,39.0,124,Skin Care,1350.76,1
34293,5578,2023-07-21,,185,Diabetes Care,1300.25,0
34294,162,2023-08-03,18.0,157,Diabetes Care,301.2,1
34295,6293,2023-01-04,28.0,213,Skin Care,975.66,1
34296,4766,2023-12-03,,409,Digestive Health,1034.26,0
34297,7835,2023-07-05,20.0,117,Diabetes Care,1382.42,1
34298,6586,2023-08-12,,1,Vitamins,632.11,0
34299,1607,2023-06-20,12.0,301,Heart Care,777.19,1
34300,2235,2023-03-02,19.0,307,Digestive Health,1122.25,1
34301,5613,2023-07-21,20.0,288,Digestive Health,1226.93,1
34302,6122,2023-10-29,,99,Cold & Cough,473.61,0
34303,4401,2023-05-23,35.0,465,Vitamins,530.51,1
34304,3208,2023-08-01,13.0,217,Pain Relief,1027.22,1
34305,6201,2023-10-15,,429,Cold & Cough,1294.58,0
34306,2880,2023-06-13,,346,Digestive Health,702.32,0
34307,2203,2023-12-04,,344,Heart Care,590.36,0
34308,5980,2023-11-15,22.0,394,Skin Care,536.81,1
34309,4193,2023-11-15,42.0,41,Digestive Health,1437.96,1
34310,847,2023-12-16,12.0,218,Skin Care,1152.3,1
34311,1983,2023-05-30,43.0,88,Pain Relief,313.56,1
34312,7456,2023-06-08,4.0,263,Cold & Cough,916.6,1
34313,5124,2023-01-13,,256,Cold & Cough,630.2,0
34314,4784,2023-05-07,2.0,400,Diabetes Care,1084.59,1
34315,1754,2023-05-20,38.0,386,Diabetes Care,467.14,1
34316,2000,2023-12-08,,334,Pain Relief,925.94,0
34317,4354,2023-03-14,1.0,307,Digestive Health,1158.44,1
34318,5970,2023-10-23,44.0,317,Pain Relief,584.55,1
34319,642,2023-06-23,,397,Digestive Health,1220.86,0
34320,1293,2023-07-25,14.0,410,Vitamins,536.53,1
34321,4209,2023-01-10,25.0,139,Cold & Cough,1001.72,1
34322,7164,2023-04-15,,238,Diabetes Care,1438.08,0
34323,6624,2023-12-15,,480,Skin Care,1467.22,0
34324,4474,2023-02-23,35.0,218,Vitamins,399.18,1
34325,3626,2023-06-26,3.0,307,Pain Relief,1499.32,1
34326,5703,2023-04-05,7.0,160,Heart Care,849.83,1
34327,3417,2023-08-21,,74,Pain Relief,525.71,0
34328,6885,2023-02-15,,283,Pain Relief,1216.83,0
34329,1906,2023-10-06,,281,Heart Care,350.22,0
34330,1501,2023-08-21,,220,Skin Care,162.53,0
34331,2181,2023-05-26,,391,Diabetes Care,1303.54,0
34332,6684,2023-06-25,5.0,390,Skin Care,1439.79,1
34333,4819,2023-11-05,,176,Digestive Health,1146.9,0
34334,7577,2023-06-03,,453,Skin Care,1217.43,0
34335,7488,2023-07-21,,191,Digestive Health,692.03,0
34336,6882,2023-11-29,,213,Skin Care,600.17,0
34337,4367,2023-04-05,2.0,208,Diabetes Care,362.16,1
34338,968,2023-07-10,24.0,391,Digestive Health,747.99,1
34339,6175,2023-12-07,3.0,497,Heart Care,938.63,1
34340,2927,2023-05-30,,172,Digestive Health,693.3,0
34341,7756,2023-02-12,,457,Heart Care,1029.7,0
34342,3635,2023-05-26,19.0,13,Vitamins,347.83,1
34343,940,2023-09-25,,188,Digestive Health,577.13,0
34344,4348,2023-02-23,2.0,300,Skin Care,153.9,1
34345,1429,2023-09-04,8.0,268,Heart Care,772.13,1
34346,4211,2023-12-26,,352,Skin Care,1407.26,0
34347,3609,2023-12-18,,365,Heart Care,250.92,0
34348,1710,2023-11-22,,178,Cold & Cough,252.72,0
34349,6814,2023-06-29,,408,Skin Care,1441.02,0
34350,339,2023-01-29,,6,Cold & Cough,772.75,0
34351,449,2023-03-16,,469,Heart Care,439.95,0
34352,6598,2023-09-26,,58,Diabetes Care,1400.62,0
34353,5256,2023-06-12,,130,Diabetes Care,1208.25,0
34354,126,2023-06-23,,93,Vitamins,596.03,0
34355,1221,2023-02-06,,160,Heart Care,557.57,0
34356,2699,2023-12-01,,99,Digestive Health,949.39,0
34357,1161,2023-06-02,16.0,44,Skin Care,224.14,1
34358,3277,2023-12-11,,66,Pain Relief,373.27,0
34359,6336,2023-01-31,,339,Digestive Health,1455.7,0
34360,7774,2023-04-12,31.0,290,Skin Care,705.51,1
34361,1337,2023-07-31,43.0,168,Skin Care,554.63,1
34362,1107,2023-03-01,9.0,441,Heart Care,484.86,1
34363,1385,2023-11-13,19.0,7,Pain Relief,323.84,1
34364,6067,2023-01-16,12.0,128,Diabetes Care,735.9,1
34365,4478,2023-01-13,31.0,186,Pain Relief,653.51,1
34366,6950,2023-09-02,15.0,136,Heart Care,1268.12,1
34367,7183,2023-12-23,,378,Cold & Cough,700.15,0
34368,7143,2024-01-01,41.0,377,Vitamins,1431.81,1
34369,5010,2023-11-08,16.0,229,Diabetes Care,946.41,1
34370,4424,2023-04-06,,312,Cold & Cough,1381.21,0
34371,4846,2023-02-26,19.0,216,Digestive Health,653.27,1
34372,5521,2023-03-24,36.0,155,Heart Care,1490.19,1
34373,6588,2023-02-25,,5,Digestive Health,1173.19,0
34374,7942,2023-01-29,33.0,449,Skin Care,1168.47,1
34375,6228,2023-02-14,28.0,79,Diabetes Care,325.18,1
34376,2634,2023-11-10,,322,Diabetes Care,1199.92,0
34377,7596,2023-04-27,,228,Diabetes Care,1298.76,0
34378,6503,2023-07-23,,227,Cold & Cough,1452.52,0
34379,6606,2023-01-16,6.0,482,Skin Care,875.05,1
34380,4231,2023-06-02,,164,Heart Care,277.0,0
34381,3336,2023-12-23,,475,Vitamins,1476.35,0
34382,3843,2023-05-09,20.0,142,Pain Relief,186.25,1
34383,743,2023-01-16,,49,Skin Care,799.16,0
34384,3983,2023-06-29,,329,Pain Relief,896.47,0
34385,776,2023-04-30,,373,Cold & Cough,343.91,0
34386,418,2023-06-02,,132,Cold & Cough,637.62,0
34387,4473,2023-04-08,24.0,104,Skin Care,1112.44,1
34388,4972,2023-01-18,19.0,181,Digestive Health,1316.63,1
34389,6879,2023-05-13,16.0,408,Digestive Health,1008.29,1
34390,2450,2023-07-02,,47,Cold & Cough,328.83,0
34391,3438,2023-04-04,7.0,224,Diabetes Care,569.25,1
34392,2049,2023-07-16,29.0,57,Vitamins,1145.83,1
34393,1517,2023-11-09,35.0,124,Cold & Cough,1303.77,1
34394,3265,2023-08-06,,422,Heart Care,318.45,0
34395,4554,2023-06-29,,424,Digestive Health,754.09,0
34396,2501,2023-06-14,,1,Vitamins,438.78,0
34397,5280,2023-04-17,45.0,18,Pain Relief,394.52,1
34398,3307,2023-08-14,,17,Skin Care,1327.79,0
34399,5984,2023-06-10,9.0,436,Digestive Health,414.35,1
34400,1020,2023-03-20,37.0,131,Heart Care,391.1,1
34401,5162,2023-03-18,1.0,246,Digestive Health,974.18,1
34402,3417,2023-11-16,32.0,381,Cold & Cough,717.65,1
34403,5414,2023-01-03,13.0,10,Skin Care,502.06,1
34404,1244,2023-02-24,,155,Cold & Cough,871.0,0
34405,1126,2023-01-15,9.0,308,Skin Care,981.17,1
34406,2256,2023-07-12,,181,Vitamins,796.64,0
34407,5152,2023-05-09,18.0,106,Pain Relief,1379.03,1
34408,617,2023-11-12,,467,Diabetes Care,1157.54,0
34409,5878,2023-06-17,30.0,100,Cold & Cough,277.78,1
34410,2279,2023-03-17,5.0,258,Cold & Cough,379.58,1
34411,5929,2023-11-21,,497,Diabetes Care,1128.51,0
34412,7514,2023-05-31,,427,Heart Care,796.17,0
34413,4516,2023-11-12,,461,Pain Relief,1165.91,0
34414,3660,2023-10-18,35.0,446,Diabetes Care,310.1,1
34415,7336,2023-11-14,42.0,206,Vitamins,1056.04,1
34416,90,2023-06-03,,457,Pain Relief,340.68,0
34417,2036,2023-08-02,,425,Skin Care,182.3,0
34418,4531,2023-12-07,,154,Skin Care,1367.69,0
34419,2733,2023-10-01,,37,Diabetes Care,1287.57,0
34420,1846,2023-04-04,6.0,303,Skin Care,1103.32,1
34421,239,2023-07-12,32.0,316,Digestive Health,991.62,1
34422,4703,2023-04-20,36.0,270,Heart Care,768.88,1
34423,5586,2023-08-20,44.0,187,Digestive Health,992.59,1
34424,5285,2023-09-16,30.0,244,Cold & Cough,472.64,1
34425,2863,2023-11-13,28.0,326,Skin Care,778.8,1
34426,5242,2023-01-08,21.0,387,Cold & Cough,1313.36,1
34427,125,2023-12-01,,466,Vitamins,150.36,0
34428,1080,2023-11-11,,276,Heart Care,474.6,0
34429,1299,2023-08-09,,482,Digestive Health,180.75,0
34430,2938,2023-12-08,,122,Vitamins,330.04,0
34431,5876,2023-08-11,14.0,312,Digestive Health,974.38,1
34432,4464,2023-10-15,,368,Pain Relief,349.52,0
34433,318,2023-09-21,,164,Digestive Health,198.16,0
34434,5371,2023-10-11,,487,Skin Care,765.54,0
34435,4962,2023-10-08,,368,Vitamins,539.62,0
34436,461,2023-02-13,,448,Digestive Health,286.89,0
34437,2179,2023-06-17,13.0,152,Cold & Cough,255.89,1
34438,2698,2023-01-12,32.0,472,Heart Care,841.6,1
34439,3360,2023-06-03,,116,Pain Relief,954.64,0
34440,7531,2023-06-25,7.0,73,Cold & Cough,1334.61,1
34441,6061,2023-10-11,25.0,107,Vitamins,1189.1,1
34442,1881,2023-10-25,,279,Pain Relief,1269.59,0
34443,6244,2023-05-16,39.0,108,Skin Care,223.08,1
34444,1699,2023-03-04,39.0,377,Skin Care,1447.2,1
34445,7251,2023-03-13,,342,Vitamins,1377.71,0
34446,6230,2023-12-15,,175,Heart Care,1076.03,0
34447,1220,2023-02-07,,6,Heart Care,1273.15,0
34448,3781,2023-07-30,,401,Vitamins,482.71,0
34449,7786,2023-05-06,25.0,53,Diabetes Care,1241.2,1
34450,4674,2023-10-19,,28,Skin Care,1281.82,0
34451,5195,2023-10-18,,223,Skin Care,983.18,0
34452,5399,2023-07-13,8.0,156,Cold & Cough,408.97,1
34453,5934,2023-11-20,,40,Digestive Health,1189.66,0
34454,487,2023-03-26,,175,Heart Care,1438.23,0
34455,1227,2023-04-09,39.0,345,Pain Relief,700.21,1
34456,3343,2023-03-20,,80,Heart Care,1473.65,0
34457,3371,2023-03-26,,357,Vitamins,687.35,0
34458,873,2023-04-23,,321,Skin Care,1464.45,0
34459,3313,2023-10-28,,419,Pain Relief,194.63,0
34460,7216,2023-11-27,,164,Vitamins,1418.56,0
34461,5823,2023-04-20,,485,Vitamins,976.61,0
34462,2053,2023-07-01,31.0,419,Heart Care,830.76,1
34463,7943,2023-04-30,,452,Pain Relief,464.26,0
34464,5663,2023-12-25,9.0,405,Skin Care,475.72,1
34465,2642,2023-09-04,,298,Digestive Health,609.9,0
34466,7667,2023-10-10,,384,Vitamins,417.35,0
34467,6935,2023-10-14,,344,Pain Relief,378.55,0
34468,337,2023-01-25,23.0,199,Vitamins,1115.73,1
34469,6,2023-03-28,45.0,143,Heart Care,938.41,1
34470,433,2023-02-15,33.0,478,Vitamins,1417.59,1
34471,1945,2023-09-29,29.0,130,Skin Care,1443.31,1
34472,3370,2023-07-03,14.0,421,Digestive Health,427.19,1
34473,7527,2023-12-12,22.0,159,Diabetes Care,756.97,1
34474,7748,2023-10-13,31.0,344,Skin Care,650.12,1
34475,3359,2023-09-13,,126,Diabetes Care,1476.14,0
34476,2561,2023-02-13,,188,Skin Care,1028.84,0
34477,6502,2023-05-06,,146,Cold & Cough,850.74,0
34478,2103,2023-02-14,34.0,393,Cold & Cough,1422.43,1
34479,943,2023-04-15,45.0,160,Pain Relief,1187.72,1
34480,7859,2023-01-20,,161,Heart Care,1419.49,0
34481,381,2023-02-12,,215,Digestive Health,573.14,0
34482,7493,2023-04-29,,429,Diabetes Care,1064.71,0
34483,5617,2023-12-17,,355,Cold & Cough,587.71,0
34484,5101,2023-09-27,27.0,220,Vitamins,1138.18,1
34485,5396,2023-04-07,,460,Cold & Cough,800.01,0
34486,4445,2023-10-27,32.0,301,Digestive Health,1098.13,1
34487,1906,2023-12-04,32.0,47,Diabetes Care,244.57,1
34488,7095,2023-09-04,,349,Pain Relief,505.65,0
34489,5879,2023-11-02,9.0,6,Cold & Cough,1113.75,1
34490,5459,2023-03-04,,164,Diabetes Care,471.21,0
34491,4306,2023-03-10,,214,Vitamins,669.0,0
34492,7284,2023-07-14,,257,Diabetes Care,1281.52,0
34493,4789,2023-02-14,,225,Heart Care,1377.17,0
34494,4718,2023-07-24,3.0,181,Cold & Cough,162.25,1
34495,239,2023-12-24,12.0,187,Digestive Health,1297.97,1
34496,6852,2023-03-08,,440,Digestive Health,995.16,0
34497,2094,2023-03-02,18.0,64,Heart Care,658.7,1
34498,1437,2023-01-31,,311,Diabetes Care,1099.61,0
34499,1156,2023-12-09,,117,Pain Relief,633.18,0
34500,5199,2023-10-11,,439,Vitamins,872.26,0
34501,1386,2023-07-29,23.0,85,Cold & Cough,201.45,1
34502,6392,2023-08-20,44.0,278,Heart Care,625.96,1
34503,2459,2023-01-28,11.0,488,Pain Relief,550.97,1
34504,3965,2023-10-26,,213,Skin Care,207.42,0
34505,553,2023-06-13,,108,Digestive Health,857.55,0
34506,5285,2023-11-09,,495,Vitamins,1469.12,0
34507,6316,2023-11-12,,330,Digestive Health,715.09,0
34508,3191,2023-02-24,,96,Digestive Health,565.64,0
34509,5357,2023-02-03,24.0,395,Skin Care,1457.9,1
34510,417,2023-03-04,20.0,114,Heart Care,1466.17,1
34511,3822,2023-03-30,,418,Heart Care,828.0,0
34512,4605,2023-05-21,,291,Heart Care,402.73,0
34513,833,2023-04-30,,207,Skin Care,1044.34,0
34514,34,2023-01-30,44.0,315,Heart Care,1183.74,1
34515,7091,2023-07-12,31.0,271,Diabetes Care,1300.98,1
34516,1653,2023-11-07,,150,Skin Care,1470.55,0
34517,3613,2023-05-10,17.0,322,Skin Care,775.7,1
34518,7114,2023-06-23,,34,Diabetes Care,1111.06,0
34519,5802,2023-12-08,35.0,300,Vitamins,254.45,1
34520,5851,2023-07-03,22.0,487,Heart Care,808.18,1
34521,7685,2023-09-18,,132,Vitamins,208.27,0
34522,6515,2023-02-07,,445,Diabetes Care,412.34,0
34523,4926,2023-03-26,3.0,419,Digestive Health,1027.24,1
34524,7573,2023-07-17,,452,Pain Relief,579.43,0
34525,3133,2023-08-04,23.0,71,Vitamins,673.91,1
34526,7178,2023-10-31,12.0,292,Diabetes Care,1114.81,1
34527,6565,2023-12-21,8.0,377,Diabetes Care,1349.98,1
34528,6105,2023-06-09,,361,Vitamins,620.22,0
34529,969,2023-01-01,,496,Cold & Cough,603.86,0
34530,7640,2023-04-08,10.0,490,Skin Care,1212.3,1
34531,3565,2023-08-14,,204,Skin Care,540.63,0
34532,1429,2023-08-26,,258,Heart Care,853.74,0
34533,7267,2023-07-14,5.0,56,Pain Relief,1140.18,1
34534,2815,2023-10-06,17.0,451,Pain Relief,1333.66,1
34535,33,2023-09-21,,421,Cold & Cough,731.92,0
34536,5047,2023-03-11,,424,Diabetes Care,1419.56,0
34537,605,2023-07-18,,32,Vitamins,646.07,0
34538,167,2023-02-01,11.0,103,Pain Relief,654.05,1
34539,2466,2023-08-09,,285,Diabetes Care,1024.5,0
34540,1760,2023-08-31,,233,Pain Relief,178.07,0
34541,5969,2023-02-22,2.0,455,Heart Care,720.74,1
34542,1383,2023-02-14,30.0,443,Cold & Cough,1048.74,1
34543,7729,2023-02-16,3.0,365,Heart Care,781.51,1
34544,800,2023-04-09,,197,Diabetes Care,1074.38,0
34545,7934,2023-12-31,,448,Cold & Cough,268.59,0
34546,761,2023-06-11,,321,Skin Care,1302.28,0
34547,1280,2023-11-02,,259,Pain Relief,524.82,0
34548,2492,2023-05-17,32.0,8,Skin Care,1190.71,1
34549,3985,2023-08-03,,80,Diabetes Care,680.15,0
34550,5975,2023-05-04,,393,Vitamins,1459.5,0
34551,3848,2023-02-05,26.0,387,Pain Relief,569.53,1
34552,2846,2023-10-25,1.0,289,Digestive Health,505.05,1
34553,5540,2023-04-28,,333,Diabetes Care,329.31,0
34554,3058,2023-08-11,,359,Skin Care,696.81,0
34555,4964,2023-01-04,,157,Digestive Health,967.51,0
34556,4180,2023-07-04,,245,Pain Relief,968.43,0
34557,7636,2023-03-14,,130,Pain Relief,1162.46,0
34558,940,2023-01-29,1.0,138,Diabetes Care,461.72,1
34559,2334,2023-01-10,,364,Pain Relief,821.03,0
34560,6148,2023-10-04,,9,Vitamins,174.44,0
34561,7953,2023-01-17,4.0,465,Pain Relief,744.53,1
34562,321,2023-02-02,22.0,198,Vitamins,279.52,1
34563,4377,2023-01-22,31.0,80,Diabetes Care,222.15,1
34564,7977,2023-01-07,35.0,242,Skin Care,1208.76,1
34565,389,2023-07-08,26.0,16,Pain Relief,189.59,1
34566,6261,2023-02-02,10.0,317,Diabetes Care,1418.64,1
34567,236,2023-10-02,,213,Heart Care,1480.88,0
34568,3386,2023-03-30,,133,Cold & Cough,1461.76,0
34569,7118,2023-02-27,9.0,310,Vitamins,910.02,1
34570,2537,2023-12-26,,288,Digestive Health,649.28,0
34571,7206,2023-09-15,10.0,158,Heart Care,1421.3,1
34572,4020,2023-12-07,33.0,338,Heart Care,233.29,1
34573,1729,2023-05-04,,141,Diabetes Care,511.75,0
34574,2628,2023-07-24,,123,Heart Care,990.45,0
34575,4450,2023-03-24,,442,Vitamins,1463.04,0
34576,4485,2023-08-21,27.0,99,Pain Relief,920.69,1
34577,823,2023-08-21,,391,Diabetes Care,700.39,0
34578,6919,2023-11-24,,466,Pain Relief,921.96,0
34579,7576,2023-02-08,43.0,356,Diabetes Care,980.89,1
34580,1686,2023-01-07,1.0,366,Cold & Cough,459.37,1
34581,1799,2023-10-17,,444,Diabetes Care,559.73,0
34582,5667,2023-09-20,40.0,153,Diabetes Care,511.12,1
34583,5147,2023-05-01,1.0,477,Cold & Cough,1333.35,1
34584,5116,2023-02-20,16.0,441,Skin Care,223.17,1
34585,1673,2023-02-02,12.0,184,Cold & Cough,681.99,1
34586,2855,2023-06-02,9.0,428,Skin Care,1111.91,1
34587,6022,2023-09-29,23.0,271,Cold & Cough,939.64,1
34588,6521,2023-05-27,,125,Skin Care,1125.2,0
34589,2931,2023-04-13,,206,Cold & Cough,1055.54,0
34590,364,2023-07-16,,241,Diabetes Care,616.63,0
34591,434,2023-11-09,45.0,451,Digestive Health,387.72,1
34592,2134,2023-01-22,40.0,206,Cold & Cough,1360.08,1
34593,822,2023-06-10,40.0,240,Skin Care,1189.16,1
34594,4093,2023-03-11,,212,Skin Care,1167.11,0
34595,5276,2023-10-26,13.0,190,Diabetes Care,794.9,1
34596,814,2023-02-21,,105,Pain Relief,252.09,0
34597,2401,2023-07-15,,417,Digestive Health,1277.27,0
34598,1487,2023-12-16,,259,Cold & Cough,448.97,0
34599,6547,2023-09-14,,340,Digestive Health,742.34,0
34600,1372,2023-03-18,,286,Cold & Cough,1176.51,0
34601,1540,2023-10-23,,184,Skin Care,728.49,0
34602,276,2023-02-07,41.0,422,Skin Care,1240.04,1
34603,1145,2023-07-05,,396,Cold & Cough,1033.6,0
34604,2184,2023-03-16,,87,Pain Relief,1011.42,0
34605,6914,2023-09-21,26.0,386,Digestive Health,266.49,1
34606,5958,2023-05-07,,427,Pain Relief,1342.63,0
34607,6294,2023-06-04,,114,Heart Care,659.98,0
34608,5891,2023-04-14,,28,Skin Care,1209.91,0
34609,3209,2023-07-27,,168,Heart Care,967.77,0
34610,2373,2023-06-07,14.0,412,Heart Care,195.65,1
34611,1992,2023-01-26,5.0,204,Diabetes Care,1007.43,1
34612,164,2023-06-16,32.0,191,Diabetes Care,796.57,1
34613,5729,2023-04-13,,281,Digestive Health,781.63,0
34614,751,2023-01-15,,286,Diabetes Care,1060.91,0
34615,3204,2023-10-15,,298,Cold & Cough,1400.5,0
34616,745,2023-01-08,40.0,158,Pain Relief,1169.39,1
34617,2604,2023-06-06,22.0,182,Heart Care,1394.63,1
34618,2068,2023-10-27,4.0,106,Skin Care,327.24,1
34619,5741,2023-05-10,4.0,118,Heart Care,1470.73,1
34620,886,2023-05-18,,399,Pain Relief,826.65,0
34621,4684,2023-02-05,,281,Vitamins,1311.39,0
34622,7559,2023-08-29,9.0,31,Vitamins,953.93,1
34623,4135,2023-09-26,,437,Vitamins,787.37,0
34624,3291,2023-03-07,15.0,296,Pain Relief,1393.67,1
34625,7602,2023-08-25,,131,Cold & Cough,302.43,0
34626,4264,2023-12-31,,160,Digestive Health,233.14,0
34627,2276,2023-12-25,,92,Pain Relief,493.63,0
34628,5653,2023-04-22,,413,Vitamins,625.78,0
34629,2442,2023-05-09,39.0,377,Skin Care,1294.77,1
34630,7513,2023-09-08,,446,Diabetes Care,930.54,0
34631,2812,2023-07-15,9.0,206,Heart Care,996.94,1
